"athlete_id","date","game_workload"
3,2016-12-31,424
3,2017-01-04,456
3,2017-01-11,447
3,2017-01-15,332
3,2017-01-26,402
3,2017-02-04,360
3,2017-02-06,451
3,2017-02-15,429
3,2017-02-17,449
3,2017-03-02,390
3,2017-04-20,390
3,2017-04-26,468
3,2017-05-17,382
3,2017-05-19,377
3,2017-05-27,472
3,2017-06-01,453
3,2017-06-09,369
3,2017-06-10,356
3,2017-07-01,442
3,2017-07-02,401
3,2017-07-05,438
3,2017-07-06,449
3,2017-07-07,418
3,2017-07-09,369
3,2017-07-29,482
3,2017-07-30,432
3,2017-08-02,351
3,2017-08-06,496
3,2017-08-08,384
3,2017-08-17,414
3,2017-09-13,393
3,2017-10-22,381
3,2017-10-24,459
3,2017-10-25,426
3,2017-11-05,379
3,2017-11-06,379
3,2017-11-12,444
3,2017-11-14,369
3,2017-11-16,428
3,2017-11-23,404
3,2017-11-24,369
3,2017-11-27,437
3,2017-11-30,469
3,2017-12-07,411
3,2017-12-11,402
3,2017-12-17,494
3,2017-12-18,407
3,2017-12-25,415
3,2017-12-27,415
3,2017-12-30,434
3,2018-01-03,378
3,2018-01-10,426
3,2018-01-18,403
3,2018-01-21,442
3,2018-01-26,380
3,2018-01-30,426
3,2018-02-04,384
3,2018-02-18,362
3,2018-02-25,433
3,2018-02-27,450
3,2018-03-15,456
3,2018-03-22,343
3,2018-03-27,389
3,2018-04-06,363
3,2018-04-08,397
3,2018-04-14,451
4,2016-05-02,426
4,2016-05-04,479
4,2016-05-10,375
4,2016-05-16,518
4,2016-05-20,441
4,2016-06-02,422
4,2016-06-04,436
4,2016-06-12,480
4,2016-06-19,374
4,2016-06-30,461
4,2016-07-06,392
4,2016-07-10,396
4,2016-07-15,471
4,2016-07-17,426
4,2016-07-19,355
4,2016-07-24,395
4,2016-08-05,356
4,2016-10-13,425
4,2016-10-25,419
4,2016-11-06,378
4,2016-11-09,327
4,2016-11-17,403
4,2016-11-27,350
4,2016-11-28,398
4,2016-12-01,338
4,2016-12-08,323
4,2016-12-09,475
4,2016-12-10,449
4,2017-01-08,465
4,2017-01-09,398
4,2017-02-06,360
4,2017-02-26,418
4,2017-03-02,314
4,2017-03-12,340
4,2017-04-03,443
4,2017-04-06,422
4,2017-04-14,411
4,2017-04-15,379
4,2017-04-19,403
4,2017-04-23,470
4,2017-04-27,379
4,2017-06-05,443
4,2017-06-15,447
4,2017-07-02,507
4,2017-07-15,429
4,2017-07-29,408
4,2017-07-30,411
4,2017-08-24,423
4,2017-08-27,344
4,2017-09-07,442
4,2017-09-08,358
4,2017-09-16,310
4,2017-09-17,413
4,2017-09-18,372
4,2017-09-22,492
4,2017-09-26,395
4,2017-09-28,377
4,2017-10-13,442
4,2017-10-14,301
4,2017-10-20,474
4,2017-10-22,323
4,2017-10-25,398
4,2017-11-12,357
4,2017-11-17,426
4,2017-11-26,517
4,2017-12-02,400
4,2017-12-10,432
4,2017-12-14,400
4,2017-12-21,411
4,2017-12-23,365
4,2017-12-26,413
4,2018-02-15,363
4,2018-03-22,404
4,2018-04-03,447
4,2018-04-21,470
4,2018-04-28,441
5,2016-05-23,465
5,2016-06-04,344
5,2016-06-11,438
5,2016-06-12,365
5,2016-06-14,418
5,2016-08-01,386
5,2016-08-18,353
5,2016-08-27,342
5,2016-09-08,350
5,2016-10-08,313
5,2016-10-10,377
5,2016-10-22,416
5,2016-10-26,461
5,2016-11-03,405
5,2016-12-06,390
5,2016-12-28,317
5,2017-02-09,384
5,2017-02-14,313
5,2017-02-15,413
5,2017-03-04,432
5,2017-03-11,491
5,2017-03-14,353
5,2017-03-27,406
5,2017-04-11,375
5,2017-04-26,436
5,2017-04-29,362
5,2017-05-13,379
5,2017-05-19,452
5,2017-05-25,375
5,2017-06-01,314
5,2017-06-05,448
5,2017-06-13,483
5,2017-06-21,441
5,2017-07-11,434
5,2017-07-20,420
5,2017-07-26,475
5,2017-07-28,431
5,2017-08-12,393
5,2017-08-20,444
5,2017-08-21,433
5,2017-09-25,397
5,2017-09-27,345
5,2017-10-14,401
5,2017-10-22,386
5,2017-10-29,366
5,2017-10-30,467
5,2017-10-31,408
5,2017-11-02,415
5,2017-11-05,315
5,2017-11-10,454
5,2017-11-24,456
5,2017-12-14,393
5,2017-12-18,394
5,2017-12-19,417
5,2018-01-31,414
5,2018-02-04,381
5,2018-02-09,330
5,2018-02-13,400
5,2018-03-04,358
5,2018-03-06,366
5,2018-03-16,460
5,2018-03-20,447
5,2018-04-09,330
5,2018-04-16,375
5,2018-04-23,355
6,2016-05-21,452
6,2016-05-23,444
6,2016-05-30,382
6,2016-06-08,408
6,2016-06-11,344
6,2016-06-22,399
6,2016-07-13,410
6,2016-07-14,368
6,2016-07-20,393
6,2016-08-03,404
6,2016-08-06,361
6,2016-08-26,345
6,2016-09-15,413
6,2016-09-20,424
6,2016-10-07,370
6,2016-10-10,500
6,2016-10-14,413
6,2016-10-21,508
6,2016-10-23,454
6,2016-11-03,427
6,2016-11-04,253
6,2016-11-12,351
6,2016-11-13,385
6,2016-12-04,327
6,2016-12-14,446
6,2016-12-26,320
6,2017-01-12,419
6,2017-01-16,392
6,2017-02-13,456
6,2017-02-15,411
6,2017-02-21,444
6,2017-03-15,358
6,2017-03-22,441
6,2017-03-23,439
6,2017-03-28,407
6,2017-04-02,480
6,2017-04-05,443
6,2017-04-20,399
6,2017-04-24,459
6,2017-04-28,458
6,2017-05-04,448
6,2017-05-06,327
6,2017-05-14,392
6,2017-05-24,435
6,2017-05-27,419
6,2017-06-13,522
6,2017-06-14,391
6,2017-06-15,366
6,2017-06-16,310
6,2017-06-17,429
6,2017-06-20,434
6,2017-06-21,482
6,2017-06-27,441
6,2017-07-08,422
6,2017-07-24,521
6,2017-07-31,462
6,2017-08-04,435
6,2017-08-05,448
6,2017-08-18,308
6,2017-08-28,398
6,2017-08-30,335
6,2017-09-01,419
6,2017-09-03,314
6,2017-09-05,337
6,2017-09-15,455
6,2017-09-16,342
6,2017-09-20,376
6,2017-10-20,352
6,2017-10-28,380
6,2017-11-03,403
6,2017-11-04,396
6,2017-11-05,401
6,2017-12-05,318
6,2017-12-07,409
6,2017-12-09,398
6,2017-12-11,449
6,2017-12-16,404
6,2017-12-17,448
6,2017-12-31,474
6,2018-01-01,381
6,2018-01-06,343
6,2018-01-12,360
6,2018-01-13,415
6,2018-01-14,402
6,2018-01-19,389
6,2018-01-24,365
6,2018-01-27,407
6,2018-02-07,331
6,2018-02-14,388
6,2018-02-19,395
6,2018-02-26,317
6,2018-03-03,380
6,2018-03-06,379
6,2018-03-09,366
6,2018-03-15,360
6,2018-03-16,379
6,2018-03-19,465
6,2018-04-03,386
6,2018-04-06,418
6,2018-04-24,396
7,2016-05-12,434
7,2016-05-16,406
7,2016-05-26,399
7,2016-06-02,473
7,2016-06-15,413
7,2016-06-17,382
7,2016-06-19,474
7,2016-07-04,399
7,2016-07-07,310
7,2016-07-19,455
7,2016-07-22,425
7,2016-07-26,394
7,2016-08-13,491
7,2016-08-30,415
7,2016-09-02,341
7,2016-09-06,379
7,2016-09-27,435
7,2016-09-28,403
7,2016-11-01,380
7,2016-11-28,389
7,2016-12-08,397
7,2016-12-15,449
7,2016-12-27,432
7,2017-01-04,395
7,2017-01-15,360
7,2017-02-12,490
7,2017-02-20,402
7,2017-03-01,361
7,2017-03-02,352
7,2017-03-09,448
7,2017-04-04,483
7,2017-04-28,353
7,2017-05-10,457
7,2017-05-23,334
7,2017-06-19,386
7,2017-07-05,399
7,2017-07-07,386
7,2017-07-09,296
7,2017-07-10,339
7,2017-07-12,470
7,2017-07-26,470
7,2017-08-18,397
7,2017-08-20,452
7,2017-08-24,403
7,2017-08-25,317
7,2017-08-30,456
7,2017-09-04,381
7,2017-09-14,380
7,2017-09-28,345
7,2017-10-02,455
7,2017-10-13,354
7,2017-10-14,518
7,2017-10-23,425
7,2017-10-29,398
7,2017-11-27,311
7,2017-12-04,332
7,2017-12-12,414
7,2017-12-13,450
7,2017-12-26,403
7,2018-01-06,484
7,2018-01-07,347
7,2018-01-10,329
7,2018-01-11,483
7,2018-01-13,388
7,2018-01-17,407
7,2018-01-19,365
7,2018-02-03,457
7,2018-02-06,406
7,2018-02-12,413
7,2018-02-19,333
7,2018-03-03,371
7,2018-03-08,411
7,2018-03-10,431
7,2018-03-14,422
7,2018-03-18,380
7,2018-03-29,430
7,2018-04-03,443
7,2018-04-18,403
7,2018-04-29,377
8,2016-05-12,376
8,2016-05-13,391
8,2016-05-20,405
8,2016-06-27,427
8,2016-07-13,275
8,2016-08-26,449
8,2016-09-02,434
8,2016-09-09,373
8,2016-09-18,430
8,2016-09-19,422
8,2016-09-20,404
8,2016-09-24,421
8,2016-10-07,396
8,2016-10-10,385
8,2016-10-24,429
8,2016-10-25,438
8,2016-10-26,414
8,2016-10-27,417
8,2016-11-16,368
8,2016-11-25,351
8,2016-12-05,416
8,2016-12-09,450
8,2016-12-10,422
8,2016-12-17,345
8,2016-12-20,384
8,2016-12-23,442
8,2016-12-26,413
8,2016-12-31,404
8,2017-01-01,348
8,2017-01-06,440
8,2017-01-24,366
8,2017-02-03,457
8,2017-02-26,459
8,2017-03-08,360
8,2017-04-07,384
8,2017-04-25,476
8,2017-05-06,427
8,2017-05-10,359
8,2017-05-22,371
8,2017-05-24,432
8,2017-05-28,397
8,2017-06-24,324
8,2017-07-10,369
8,2017-07-16,358
8,2017-07-17,435
8,2017-08-21,366
8,2017-09-01,395
8,2017-09-06,435
8,2017-09-18,409
8,2017-10-07,329
8,2017-10-11,449
8,2017-10-18,325
8,2017-10-26,364
8,2017-11-18,374
8,2017-11-22,396
8,2017-12-10,315
8,2017-12-21,488
8,2017-12-23,370
8,2017-12-27,353
8,2018-01-11,473
8,2018-01-20,380
8,2018-01-22,477
8,2018-02-02,403
8,2018-02-09,466
8,2018-02-13,384
8,2018-03-06,485
9,2016-05-11,410
9,2016-05-13,415
9,2016-05-17,371
9,2016-05-20,432
9,2016-05-22,393
9,2016-06-25,347
9,2016-07-01,359
9,2016-07-23,463
9,2016-07-29,393
9,2016-08-07,409
9,2016-08-15,352
9,2016-08-19,436
9,2016-08-26,435
9,2016-09-11,424
9,2016-09-14,378
9,2016-09-25,359
9,2016-09-30,312
9,2016-10-13,483
9,2016-10-18,356
9,2016-10-29,435
9,2016-11-08,465
9,2016-11-14,381
9,2016-12-11,385
9,2016-12-26,424
9,2017-01-05,378
9,2017-01-19,386
9,2017-01-20,336
9,2017-02-08,316
9,2017-02-09,527
9,2017-02-12,395
9,2017-04-01,302
9,2017-04-06,383
9,2017-05-04,407
9,2017-06-06,382
9,2017-06-09,387
9,2017-06-12,433
9,2017-06-23,358
9,2017-07-04,416
9,2017-07-06,452
9,2017-07-22,402
9,2017-07-30,525
9,2017-08-05,366
9,2017-08-24,410
9,2017-08-27,381
9,2017-09-11,418
9,2017-09-12,365
9,2017-09-25,361
9,2017-09-29,373
9,2017-10-19,492
9,2017-10-26,492
9,2017-11-07,358
9,2017-11-09,469
9,2017-11-19,371
9,2017-11-20,459
9,2017-12-14,416
9,2017-12-31,359
9,2018-01-12,369
9,2018-01-15,344
9,2018-01-16,320
9,2018-01-21,389
9,2018-01-26,460
9,2018-02-06,394
9,2018-02-07,359
9,2018-02-11,449
9,2018-02-14,360
9,2018-02-21,411
9,2018-02-28,386
9,2018-03-08,406
9,2018-03-14,397
9,2018-04-02,466
9,2018-04-03,382
10,2016-05-02,523
10,2016-05-11,506
10,2016-05-15,360
10,2016-05-25,399
10,2016-05-26,437
10,2016-06-17,390
10,2016-07-10,386
10,2016-07-12,417
10,2016-08-11,456
10,2016-09-09,459
10,2016-09-20,424
10,2016-09-25,402
10,2016-09-28,415
10,2016-10-03,396
10,2016-10-08,454
10,2016-10-16,357
10,2016-10-24,410
10,2016-10-29,404
10,2016-11-03,456
10,2016-11-14,396
10,2016-11-17,425
10,2016-11-21,412
10,2016-12-26,382
10,2017-01-01,323
10,2017-01-03,440
10,2017-01-12,433
10,2017-01-16,352
10,2017-01-23,386
10,2017-01-28,461
10,2017-02-01,470
10,2017-02-11,440
10,2017-02-22,415
10,2017-03-03,416
10,2017-03-06,534
10,2017-03-14,374
10,2017-03-20,441
10,2017-03-21,444
10,2017-03-22,404
10,2017-03-26,399
10,2017-04-04,396
10,2017-04-09,340
10,2017-04-14,406
10,2017-04-16,402
10,2017-04-19,413
10,2017-05-01,416
10,2017-05-02,346
10,2017-05-17,415
10,2017-05-22,461
10,2017-07-17,374
10,2017-07-21,369
10,2017-07-26,354
10,2017-07-28,385
10,2017-07-30,394
10,2017-08-17,449
10,2017-08-20,423
10,2017-08-28,284
10,2017-10-10,400
10,2017-10-13,450
10,2017-10-18,444
10,2017-10-22,386
10,2017-10-30,399
10,2017-10-31,315
10,2017-11-10,380
10,2017-11-16,372
10,2017-12-05,505
10,2017-12-17,413
10,2018-01-04,419
10,2018-01-14,429
10,2018-01-15,348
10,2018-01-27,481
10,2018-02-03,332
10,2018-02-07,451
10,2018-02-13,412
10,2018-02-14,405
10,2018-02-15,404
10,2018-02-24,412
10,2018-03-04,401
10,2018-03-19,467
10,2018-03-25,385
10,2018-03-29,414
10,2018-03-31,399
10,2018-04-23,427
10,2018-04-27,475
11,2016-05-13,374
11,2016-06-11,455
11,2016-06-17,317
11,2016-07-04,362
11,2016-07-17,425
11,2016-07-22,372
11,2016-07-27,366
11,2016-07-29,392
11,2016-08-09,409
11,2016-08-14,339
11,2016-08-15,436
11,2016-08-16,403
11,2016-08-20,353
11,2016-09-06,420
11,2016-09-07,407
11,2016-09-15,423
11,2016-09-18,316
11,2016-10-15,495
11,2016-10-16,396
11,2016-11-07,426
11,2016-11-09,400
11,2016-11-12,364
11,2016-11-15,428
11,2016-11-16,403
11,2016-12-03,387
11,2016-12-11,457
11,2016-12-13,408
11,2016-12-17,336
11,2017-01-03,405
11,2017-01-07,467
11,2017-01-19,339
11,2017-02-01,329
11,2017-02-02,462
11,2017-02-27,330
11,2017-03-04,410
11,2017-03-24,332
11,2017-03-29,455
11,2017-03-30,399
11,2017-04-02,424
11,2017-04-18,391
11,2017-04-22,394
11,2017-05-07,382
11,2017-05-23,413
11,2017-05-30,377
11,2017-06-01,393
11,2017-06-27,441
11,2017-06-30,430
11,2017-07-03,474
11,2017-07-13,396
11,2017-07-29,426
11,2017-08-14,379
11,2017-08-20,361
11,2017-08-27,322
11,2017-08-31,401
11,2017-09-20,363
11,2017-09-24,433
11,2017-10-17,304
11,2017-10-21,349
11,2017-10-29,418
11,2017-11-16,343
11,2017-11-25,435
11,2017-11-26,458
11,2017-12-28,415
11,2017-12-30,410
11,2017-12-31,443
11,2018-01-10,385
11,2018-01-11,293
11,2018-02-02,290
11,2018-02-05,410
11,2018-02-09,447
11,2018-02-11,428
11,2018-02-26,397
11,2018-03-02,412
11,2018-04-18,414
11,2018-04-20,388
11,2018-04-26,381
11,2018-04-29,428
12,2016-05-12,462
12,2016-06-05,339
12,2016-06-13,476
12,2016-07-04,345
12,2016-07-13,427
12,2016-07-27,365
12,2016-07-30,394
12,2016-08-01,408
12,2016-08-06,395
12,2016-08-07,427
12,2016-08-13,387
12,2016-08-20,463
12,2016-08-22,401
12,2016-08-26,423
12,2016-09-14,382
12,2016-09-17,395
12,2016-09-18,375
12,2016-09-21,433
12,2016-09-23,433
12,2016-09-26,304
12,2016-10-27,360
12,2016-11-01,350
12,2016-11-16,457
12,2016-12-13,395
12,2016-12-19,368
12,2016-12-20,462
12,2016-12-24,477
12,2017-01-05,454
12,2017-01-21,384
12,2017-01-30,383
12,2017-02-06,300
12,2017-02-26,383
12,2017-03-06,380
12,2017-03-26,403
12,2017-04-01,410
12,2017-04-13,353
12,2017-04-16,435
12,2017-04-17,448
12,2017-04-19,413
12,2017-04-22,397
12,2017-04-28,411
12,2017-04-30,399
12,2017-05-22,455
12,2017-06-14,360
12,2017-06-26,398
12,2017-07-04,343
12,2017-07-11,465
12,2017-07-14,460
12,2017-07-22,416
12,2017-08-08,461
12,2017-08-13,432
12,2017-08-14,428
12,2017-08-15,379
12,2017-09-03,357
12,2017-09-09,421
12,2017-09-15,405
12,2017-10-01,432
12,2017-10-08,480
12,2017-10-12,333
12,2017-10-17,424
12,2017-11-01,464
12,2017-12-15,422
12,2017-12-17,377
12,2017-12-19,327
12,2018-01-13,431
12,2018-01-20,405
12,2018-02-02,433
12,2018-02-21,382
12,2018-02-24,400
12,2018-03-05,377
12,2018-03-11,458
12,2018-03-18,435
12,2018-03-24,293
12,2018-03-31,402
12,2018-04-09,343
13,2016-05-22,418
13,2016-05-23,403
13,2016-05-26,334
13,2016-06-05,388
13,2016-06-10,455
13,2016-07-19,410
13,2016-08-01,435
13,2016-08-17,474
13,2016-08-24,418
13,2016-09-07,423
13,2016-09-08,370
13,2016-09-12,442
13,2016-09-18,412
13,2016-09-23,344
13,2016-10-17,417
13,2016-11-04,435
13,2016-11-12,511
13,2016-11-16,381
13,2016-11-23,388
13,2016-11-30,379
13,2016-12-09,403
13,2016-12-10,413
13,2016-12-17,418
13,2016-12-31,442
13,2017-01-09,467
13,2017-01-12,348
13,2017-01-27,424
13,2017-01-29,467
13,2017-02-11,401
13,2017-02-20,393
13,2017-03-03,361
13,2017-03-04,400
13,2017-03-06,334
13,2017-03-08,277
13,2017-03-09,370
13,2017-03-20,395
13,2017-03-21,397
13,2017-04-04,377
13,2017-04-20,278
13,2017-04-25,341
13,2017-05-18,421
13,2017-05-22,424
13,2017-06-07,467
13,2017-06-22,402
13,2017-06-28,225
13,2017-07-04,422
13,2017-07-22,355
13,2017-07-30,368
13,2017-08-07,405
13,2017-08-10,363
13,2017-08-15,459
13,2017-08-18,408
13,2017-08-20,365
13,2017-08-25,363
13,2017-09-25,309
13,2017-10-13,372
13,2017-10-24,360
13,2017-11-04,332
13,2017-11-09,382
13,2017-11-21,364
13,2017-11-23,397
13,2017-12-05,395
13,2017-12-06,331
13,2018-01-05,378
13,2018-01-06,373
13,2018-01-07,393
13,2018-01-24,480
13,2018-01-25,410
13,2018-01-26,410
13,2018-02-02,376
13,2018-02-03,421
13,2018-03-02,382
13,2018-03-03,531
13,2018-03-18,398
13,2018-03-21,419
13,2018-03-25,284
14,2016-05-07,461
14,2016-05-08,338
14,2016-06-20,410
14,2016-06-30,351
14,2016-07-05,456
14,2016-07-09,449
14,2016-07-17,389
14,2016-07-22,448
14,2016-07-25,474
14,2016-07-28,450
14,2016-07-31,510
14,2016-08-15,376
14,2016-08-19,408
14,2016-08-20,356
14,2016-08-24,467
14,2016-08-30,395
14,2016-09-07,400
14,2016-09-24,456
14,2016-09-25,357
14,2016-09-29,354
14,2016-09-30,377
14,2016-10-08,463
14,2016-10-14,415
14,2016-10-18,365
14,2016-10-24,367
14,2016-10-26,252
14,2016-11-01,380
14,2016-11-12,407
14,2016-11-22,425
14,2016-11-27,399
14,2016-12-06,309
14,2016-12-13,305
14,2016-12-17,389
14,2016-12-18,346
14,2016-12-22,289
14,2017-01-23,372
14,2017-01-31,410
14,2017-02-08,382
14,2017-02-09,460
14,2017-02-11,371
14,2017-02-14,417
14,2017-02-23,419
14,2017-03-10,378
14,2017-03-11,385
14,2017-03-17,426
14,2017-03-21,368
14,2017-03-22,431
14,2017-04-07,498
14,2017-04-27,399
14,2017-05-20,400
14,2017-06-08,417
14,2017-06-10,394
14,2017-06-14,407
14,2017-06-18,416
14,2017-06-28,366
14,2017-06-29,418
14,2017-07-04,359
14,2017-07-11,363
14,2017-07-18,321
14,2017-07-20,453
14,2017-07-24,350
14,2017-07-28,509
14,2017-08-02,416
14,2017-08-08,273
14,2017-09-01,509
14,2017-09-11,415
14,2017-09-21,389
14,2017-09-24,480
14,2017-10-29,329
14,2017-11-10,296
14,2017-11-12,468
14,2017-11-13,441
14,2017-11-18,396
14,2017-11-21,453
14,2017-12-03,321
14,2017-12-13,362
14,2018-01-27,407
14,2018-01-29,505
14,2018-02-06,406
14,2018-03-13,433
14,2018-03-26,342
14,2018-04-03,348
14,2018-04-05,449
14,2018-04-20,391
14,2018-04-26,417
15,2016-05-13,417
15,2016-06-10,395
15,2016-06-17,508
15,2016-07-01,484
15,2016-07-16,425
15,2016-07-17,370
15,2016-07-28,403
15,2016-08-12,416
15,2016-08-17,364
15,2016-08-21,388
15,2016-08-22,370
15,2016-08-25,388
15,2016-09-03,451
15,2016-09-05,335
15,2016-09-11,362
15,2016-10-01,395
15,2016-10-04,447
15,2016-10-19,432
15,2016-10-20,474
15,2016-10-28,337
15,2016-11-01,438
15,2016-11-06,477
15,2016-11-20,307
15,2016-11-24,500
15,2016-11-25,411
15,2016-12-03,485
15,2016-12-23,494
15,2017-01-02,331
15,2017-01-07,387
15,2017-01-11,418
15,2017-01-20,501
15,2017-01-24,409
15,2017-02-01,477
15,2017-02-21,331
15,2017-02-22,416
15,2017-02-23,490
15,2017-02-28,372
15,2017-03-15,364
15,2017-03-26,398
15,2017-03-31,444
15,2017-04-02,400
15,2017-04-04,386
15,2017-04-08,349
15,2017-05-02,331
15,2017-05-04,356
15,2017-05-06,410
15,2017-05-12,433
15,2017-05-18,381
15,2017-05-29,357
15,2017-06-09,347
15,2017-06-22,365
15,2017-06-26,423
15,2017-06-28,425
15,2017-06-30,415
15,2017-07-01,442
15,2017-07-04,416
15,2017-07-07,492
15,2017-07-12,439
15,2017-07-17,440
15,2017-08-02,424
15,2017-09-07,374
15,2017-09-28,401
15,2017-10-09,474
15,2017-11-05,381
15,2017-11-10,393
15,2017-11-11,369
15,2017-12-01,390
15,2017-12-12,451
15,2017-12-15,322
15,2017-12-18,396
15,2017-12-24,361
15,2017-12-28,367
15,2017-12-30,516
15,2018-01-03,329
15,2018-01-08,360
15,2018-01-15,438
15,2018-01-19,368
15,2018-02-05,344
15,2018-02-12,438
15,2018-02-15,363
15,2018-02-21,359
15,2018-02-23,389
15,2018-02-26,394
15,2018-03-25,410
15,2018-03-29,329
15,2018-04-09,350
15,2018-04-11,393
15,2018-04-21,450
15,2018-04-22,457
15,2018-04-27,393
16,2016-05-10,344
16,2016-05-13,412
16,2016-05-22,400
16,2016-05-29,450
16,2016-06-06,458
16,2016-07-06,375
16,2016-07-09,308
16,2016-07-19,453
16,2016-08-30,353
16,2016-09-03,337
16,2016-09-26,420
16,2016-09-28,452
16,2016-09-30,405
16,2016-10-09,395
16,2016-10-15,363
16,2016-10-26,440
16,2016-11-09,445
16,2016-11-10,465
16,2016-11-23,460
16,2016-12-13,328
16,2016-12-22,393
16,2017-01-05,467
16,2017-01-09,344
16,2017-01-28,395
16,2017-02-02,413
16,2017-02-07,366
16,2017-02-11,397
16,2017-02-13,376
16,2017-03-07,368
16,2017-03-09,406
16,2017-03-12,418
16,2017-03-20,432
16,2017-03-26,470
16,2017-04-02,377
16,2017-04-20,375
16,2017-05-07,417
16,2017-05-24,383
16,2017-05-27,403
16,2017-06-13,330
16,2017-07-01,438
16,2017-07-08,381
16,2017-07-09,341
16,2017-07-16,368
16,2017-07-18,326
16,2017-07-19,379
16,2017-08-16,373
16,2017-08-19,346
16,2017-09-06,525
16,2017-09-12,409
16,2017-10-01,368
16,2017-10-16,259
16,2017-10-17,326
16,2017-10-27,393
16,2017-10-28,327
16,2017-11-13,375
16,2017-11-23,304
16,2017-12-04,519
16,2017-12-22,483
16,2017-12-29,371
16,2017-12-31,417
16,2018-02-14,399
16,2018-02-23,392
16,2018-03-24,424
16,2018-03-25,457
16,2018-03-27,356
16,2018-03-30,384
16,2018-04-05,492
16,2018-04-11,443
16,2018-04-25,394
17,2016-05-04,317
17,2016-05-06,405
17,2016-05-07,358
17,2016-05-13,427
17,2016-05-24,433
17,2016-05-29,450
17,2016-06-03,386
17,2016-06-11,467
